epoch,duration_seconds,status
0,0.8137864820000686,returned
1,0.8073156410000593,returned
2,0.8386796900003901,returned
3,0.7650027150002643,returned
4,0.8253065250000873,returned
5,0.8312342689996512,returned
6,0.7833304289997614,returned
7,0.8113302510000722,returned
8,0.8379760610005178,returned
9,0.7884251449995645,returned
10,0.8355348200002481,returned
11,0.8227584360001856,returned
