epoch,duration_seconds,status
0,0.8108425209998131,returned
1,1.3790922359999058,returned
2,0.8204363059999196,returned
3,0.7798012549992563,returned
4,0.8117283009996754,returned
5,0.8480473640001946,returned
6,0.767312127999503,returned
7,0.8319025150003654,returned
8,3.8544940589999896,returned
9,0.7784741169998597,returned
10,0.8236904230006985,returned
11,0.8090079939993302,returned
