epoch,duration_seconds,status
0,0.7350733980001678,returned
1,1.007677978999709,returned
2,0.9208814619996701,returned
3,0.9648461369997676,returned
4,0.9377366230000916,returned
5,0.9852234219997626,returned
6,0.9166360780000105,returned
7,0.9460560659999828,returned
8,0.9681938119992992,returned
9,0.9068178990000888,returned
10,0.9884284749996368,returned
11,0.9545152119999329,returned
