epoch,duration_seconds,status
0,0.7427308020005512,returned
1,1.1249709390003773,returned
2,0.9161822380001468,returned
3,0.9783854670004075,returned
4,0.9192005860004429,returned
5,0.9891845140000441,returned
6,0.924032972000532,returned
7,0.9377492350004104,returned
8,0.9786937919998309,returned
9,0.9087407839997468,returned
10,0.9926498149998224,returned
11,0.8732024189994263,returned
